R_id,image,선호여부,스타일선호
31997,T_03360_19_lounge_W.webp,3.0,True
1229,T_03840_19_normcore_W.webp,3.0,True
31997,T_03842_19_normcore_W.webp,3.0,True
31997,T_03845_19_genderless_W.webp,3.0,True
31997,T_03846_19_normcore_W.webp,3.0,True
66525,T_03849_19_normcore_W.webp,2.0,False
66614,T_03850_19_normcore_W.webp,4.0,True
60753,T_03858_19_normcore_W.webp,4.0,True
50120,T_03861_19_normcore_W.webp,3.0,True
66406,T_03863_19_genderless_W.webp,3.0,True
62069,T_03866_19_normcore_W.webp,3.0,True
67495,T_03867_19_normcore_W.webp,3.0,True
63336,T_03868_19_normcore_W.webp,4.0,True
61626,T_03869_19_normcore_W.webp,3.0,True
66526,T_03875_19_normcore_W.webp,3.0,True
61508,T_04065_19_normcore_W.webp,2.0,False
23671,T_04066_19_normcore_W.webp,2.0,False
44153,T_04070_19_normcore_W.webp,3.0,True
65327,T_04076_19_normcore_W.webp,4.0,True
67068,T_04080_19_normcore_W.webp,3.0,True
60753,T_04085_19_normcore_W.webp,4.0,True
67068,T_04089_19_lounge_W.webp,3.0,True
66544,T_04093_19_normcore_W.webp,4.0,True
62729,T_04100_19_normcore_W.webp,3.0,True
66574,T_04107_19_normcore_W.webp,4.0,True
60482,T_04109_19_normcore_W.webp,3.0,False
49878,T_04110_19_normcore_W.webp,4.0,True
66816,T_04111_19_normcore_W.webp,4.0,True
66542,T_04118_19_normcore_W.webp,3.0,True
67068,T_04119_19_normcore_W.webp,3.0,True
66750,T_04120_19_lounge_W.webp,3.0,True
66381,T_04121_19_normcore_W.webp,3.0,True
48743,T_04124_19_normcore_W.webp,3.0,True
67068,T_04239_19_lounge_W.webp,4.0,True
23565,T_04240_19_lounge_W.webp,3.0,True
66164,T_04241_19_normcore_W.webp,4.0,True
66164,T_04243_19_normcore_W.webp,3.0,True
66416,T_04245_19_normcore_W.webp,3.0,True
66399,T_04248_19_normcore_W.webp,3.0,True
66164,T_04249_19_normcore_W.webp,4.0,True
66164,T_04250_19_normcore_W.webp,3.0,True
50120,T_04252_19_normcore_W.webp,3.0,True
67491,T_04254_19_normcore_W.webp,3.0,True
67491,T_04255_19_normcore_W.webp,2.0,False
67491,T_04257_19_normcore_W.webp,3.0,True
66217,T_04258_19_lounge_W.webp,2.0,True
14635,T_04259_19_normcore_W.webp,3.0,True
66394,T_04261_19_normcore_W.webp,4.0,True
65123,T_04264_19_normcore_W.webp,3.0,True
64034,T_04268_19_normcore_W.webp,2.0,False
66521,T_04270_19_normcore_W.webp,3.0,True
66526,T_04271_19_normcore_W.webp,4.0,True
67044,T_04272_19_normcore_W.webp,4.0,True
67491,T_04273_19_normcore_W.webp,3.0,True
63922,T_04274_19_normcore_W.webp,1.0,False
23182,T_04277_19_normcore_W.webp,1.0,False
66386,T_04278_19_normcore_W.webp,3.0,True
43083,T_04280_19_normcore_W.webp,3.0,True
65642,T_04282_19_lounge_W.webp,4.0,True
43083,T_04288_19_normcore_W.webp,3.0,True
29845,T_04289_19_genderless_W.webp,2.0,False
60956,T_04293_19_normcore_W.webp,3.0,True
66775,T_04295_19_genderless_W.webp,4.0,True
43083,T_04303_19_normcore_W.webp,3.0,True
66805,T_04304_19_normcore_W.webp,3.0,True
23112,T_04305_19_normcore_W.webp,4.0,True
64317,T_04307_19_normcore_W.webp,3.0,True
66416,T_04308_19_genderless_W.webp,4.0,True
66592,T_04310_19_normcore_W.webp,3.0,True
66641,T_04311_19_normcore_W.webp,1.0,False
59693,T_04313_19_normcore_W.webp,3.0,True
58946,T_04315_19_normcore_W.webp,4.0,True
60435,T_04316_19_genderless_W.webp,3.0,True
66769,T_04317_19_normcore_W.webp,4.0,True
62623,T_04318_19_normcore_W.webp,3.0,True
58946,T_04319_19_normcore_W.webp,3.0,True
66501,T_04320_19_normcore_W.webp,1.0,False
7604,T_04323_19_normcore_W.webp,2.0,False
58946,T_04324_19_genderless_W.webp,3.0,True
67495,T_04325_19_normcore_W.webp,3.0,True
67495,T_04326_19_normcore_W.webp,4.0,True
65580,T_04327_19_normcore_W.webp,3.0,True
67495,T_04333_19_genderless_W.webp,3.0,True
67495,T_04334_19_normcore_W.webp,4.0,True
11842,T_04337_19_normcore_W.webp,3.0,True
23372,T_04339_19_normcore_W.webp,3.0,True
67496,T_04341_19_normcore_W.webp,2.0,False
66614,T_04342_19_normcore_W.webp,4.0,True
66372,T_04344_19_normcore_W.webp,3.0,True
63281,T_04345_19_normcore_W.webp,3.0,True
67266,T_04347_19_normcore_W.webp,3.0,True
67496,T_04348_19_genderless_W.webp,2.0,False
66791,T_04350_19_genderless_W.webp,4.0,True
62469,T_04352_19_normcore_W.webp,3.0,True
67496,T_04354_19_genderless_W.webp,3.0,True
63168,T_04356_19_genderless_W.webp,3.0,True
59607,T_04359_19_normcore_W.webp,3.0,True
65824,T_04360_19_normcore_W.webp,4.0,True
66561,T_04361_19_normcore_W.webp,3.0,True
67496,T_04362_19_normcore_W.webp,3.0,True
60148,T_04365_19_normcore_W.webp,3.0,True
21485,T_04368_19_normcore_W.webp,2.0,False
66540,T_04371_19_normcore_W.webp,4.0,True
66593,T_04372_19_genderless_W.webp,1.0,False
65994,T_04373_19_normcore_W.webp,3.0,True
21485,T_04378_19_normcore_W.webp,4.0,True
21485,T_04380_19_normcore_W.webp,2.0,False
21485,T_04381_19_normcore_W.webp,3.0,True
67497,T_04385_19_genderless_W.webp,3.0,True
62356,T_04389_19_normcore_W.webp,3.0,True
62195,T_04390_19_genderless_W.webp,3.0,True
67497,T_04394_19_normcore_W.webp,3.0,True
64003,T_04398_19_normcore_W.webp,4.0,True
65596,T_04399_19_normcore_W.webp,4.0,True
59976,T_04402_19_normcore_W.webp,3.0,True
66399,T_04404_19_normcore_W.webp,2.0,False
58958,T_04405_19_normcore_W.webp,3.0,True
51498,T_04406_19_normcore_W.webp,3.0,True
61198,T_04408_19_normcore_W.webp,3.0,True
50093,T_04409_19_lounge_W.webp,3.0,True
67497,T_04413_19_genderless_W.webp,3.0,True
67497,T_04416_19_genderless_W.webp,3.0,True
66032,T_04623_19_normcore_W.webp,3.0,True
65509,T_04627_19_normcore_W.webp,1.0,False
60753,T_04633_19_lounge_W.webp,4.0,True
66522,T_04638_19_normcore_W.webp,3.0,True
61508,T_04640_19_normcore_W.webp,2.0,False
14635,T_04645_19_normcore_W.webp,3.0,True
66412,T_04652_19_normcore_W.webp,4.0,True
66592,T_04656_19_genderless_W.webp,3.0,True
65937,T_04659_19_genderless_W.webp,4.0,True
66500,T_04661_19_normcore_W.webp,4.0,True
6243,T_04662_19_genderless_W.webp,3.0,True
7620,T_04669_19_genderless_W.webp,2.0,False
66564,T_04670_19_normcore_W.webp,3.0,True
66676,T_04671_19_lounge_W.webp,2.0,False
62283,T_04672_19_genderless_W.webp,2.0,False
19076,T_04674_19_genderless_W.webp,3.0,True
65514,T_04675_19_normcore_W.webp,3.0,True
26992,T_04677_19_normcore_W.webp,3.0,True
61508,T_04872_19_normcore_W.webp,3.0,True
66032,T_05028_19_normcore_W.webp,3.0,True
62011,T_05029_19_lounge_W.webp,4.0,True
24776,T_05030_19_normcore_W.webp,3.0,True
66494,T_05034_19_normcore_W.webp,3.0,True
58817,T_05036_19_lounge_W.webp,4.0,True
51696,T_05037_19_lounge_W.webp,3.0,True
6243,T_05040_19_normcore_W.webp,4.0,True
65456,T_05041_19_normcore_W.webp,4.0,True
24776,T_05042_19_normcore_W.webp,3.0,True
66784,T_05044_19_lounge_W.webp,4.0,True
64469,T_05047_19_normcore_W.webp,4.0,True
66217,T_05048_19_lounge_W.webp,3.0,True
66519,T_05050_19_normcore_W.webp,4.0,True
24776,T_05053_19_normcore_W.webp,3.0,True
24776,T_05054_19_normcore_W.webp,4.0,True
60435,T_05058_19_normcore_W.webp,4.0,True
7604,T_05059_19_normcore_W.webp,4.0,True
