R_id,image,선호여부,스타일선호
18552,T_00164_19_normcore_M.webp,3.0,True
66749,T_00166_19_normcore_M.webp,3.0,True
64449,T_00170_19_normcore_M.webp,2.0,False
60139,T_00180_19_normcore_M.webp,2.0,False
66992,T_00181_19_normcore_M.webp,2.0,False
60029,T_00184_19_normcore_M.webp,3.0,True
60739,T_00185_19_normcore_M.webp,3.0,True
66812,T_00186_19_normcore_M.webp,3.0,True
66609,T_00188_19_normcore_M.webp,3.0,True
66835,T_00190_19_normcore_M.webp,3.0,True
66811,T_00195_19_normcore_M.webp,3.0,True
4433,T_00198_19_normcore_M.webp,3.0,True
66161,T_00200_19_normcore_M.webp,3.0,True
66435,T_00205_19_normcore_M.webp,4.0,True
66811,T_00206_19_normcore_M.webp,1.0,True
62082,T_00208_19_normcore_M.webp,3.0,True
67224,T_00212_19_normcore_M.webp,3.0,True
66566,T_00213_19_normcore_M.webp,1.0,False
67063,T_00214_19_normcore_M.webp,4.0,True
10280,T_00215_19_normcore_M.webp,3.0,True
11274,T_00218_19_normcore_M.webp,3.0,True
67067,T_00221_19_normcore_M.webp,3.0,False
67024,T_00224_19_normcore_M.webp,4.0,True
67117,T_00225_19_normcore_M.webp,3.0,True
66635,T_00227_19_normcore_M.webp,3.0,True
66783,T_00236_19_normcore_M.webp,1.0,False
67035,T_00238_19_normcore_M.webp,4.0,True
59296,T_00239_19_normcore_M.webp,4.0,True
27727,T_00242_19_normcore_M.webp,2.0,False
66941,T_00243_19_normcore_M.webp,3.0,True
67001,T_00244_19_normcore_M.webp,4.0,True
18953,T_00389_19_normcore_M.webp,3.0,True
9957,T_00397_19_normcore_M.webp,4.0,True
24150,T_00401_19_normcore_M.webp,3.0,True
23541,T_00402_19_normcore_M.webp,3.0,True
67026,T_00404_19_normcore_M.webp,1.0,False
66755,T_00406_19_normcore_M.webp,3.0,True
67307,T_00407_19_normcore_M.webp,2.0,True
67107,T_00408_19_normcore_M.webp,2.0,False
59900,T_00409_19_normcore_M.webp,4.0,True
16353,T_00411_19_normcore_M.webp,3.0,True
66639,T_00412_19_normcore_M.webp,4.0,True
59900,T_00413_19_normcore_M.webp,4.0,True
66496,T_00414_19_normcore_M.webp,1.0,False
66666,T_00415_19_normcore_M.webp,1.0,False
67030,T_00416_19_normcore_M.webp,3.0,True
67192,T_00417_19_normcore_M.webp,2.0,False
66965,T_00418_19_normcore_M.webp,1.0,True
66582,T_00419_19_normcore_M.webp,1.0,False
66437,T_00425_19_normcore_M.webp,3.0,True
17178,T_00428_19_normcore_M.webp,3.0,True
67224,T_00433_19_normcore_M.webp,3.0,True
67120,T_00437_19_normcore_M.webp,2.0,False
66582,T_00439_19_normcore_M.webp,3.0,True
67074,T_00441_19_normcore_M.webp,3.0,True
66654,T_00446_19_normcore_M.webp,3.0,True
46264,T_00449_19_normcore_M.webp,3.0,True
66949,T_00450_19_normcore_M.webp,3.0,True
66449,T_00451_19_normcore_M.webp,3.0,True
66451,T_00453_19_normcore_M.webp,1.0,False
67002,T_00455_19_normcore_M.webp,3.0,True
17178,T_00457_19_normcore_M.webp,3.0,True
67018,T_00460_19_normcore_M.webp,3.0,True
27144,T_00466_19_normcore_M.webp,3.0,True
45614,T_00473_19_normcore_M.webp,3.0,False
39559,T_00474_19_normcore_M.webp,4.0,True
67081,T_00477_19_normcore_M.webp,3.0,True
66949,T_00488_19_normcore_M.webp,1.0,False
62775,T_00489_19_normcore_M.webp,4.0,True
52702,T_00493_19_normcore_M.webp,3.0,True
66666,T_00499_19_normcore_M.webp,3.0,True
25182,T_00502_19_normcore_M.webp,2.0,False
65945,T_00503_19_normcore_M.webp,3.0,True
67018,T_00508_19_normcore_M.webp,2.0,False
66569,T_00512_19_normcore_M.webp,2.0,False
66656,T_00516_19_normcore_M.webp,1.0,False
66741,T_00525_19_normcore_M.webp,4.0,True
62082,T_00526_19_normcore_M.webp,2.0,False
66445,T_00527_19_normcore_M.webp,4.0,True
66435,T_00530_19_normcore_M.webp,4.0,True
65525,T_00531_19_normcore_M.webp,3.0,True
23693,T_00532_19_normcore_M.webp,3.0,True
66639,T_00534_19_normcore_M.webp,4.0,True
67011,T_00535_19_normcore_M.webp,2.0,False
66830,T_00536_19_normcore_M.webp,2.0,False
67218,T_00537_19_normcore_M.webp,3.0,True
30544,T_00540_19_normcore_M.webp,4.0,True
67076,T_00546_19_normcore_M.webp,2.0,False
21241,T_00547_19_normcore_M.webp,2.0,False
67300,T_00550_19_normcore_M.webp,3.0,True
66759,T_00557_19_normcore_M.webp,2.0,False
41353,T_00562_19_normcore_M.webp,2.0,False
66065,T_00564_19_normcore_M.webp,3.0,True
66718,T_00566_19_normcore_M.webp,3.0,True
59673,T_00568_19_normcore_M.webp,4.0,True
67212,T_00570_19_normcore_M.webp,3.0,True
66612,T_00571_19_normcore_M.webp,3.0,True
66440,T_00573_19_normcore_M.webp,2.0,False
10061,T_00576_19_normcore_M.webp,3.0,True
67019,T_00579_19_normcore_M.webp,2.0,False
44117,T_00584_19_normcore_M.webp,4.0,True
31408,T_00586_19_normcore_M.webp,2.0,True
55927,T_00589_19_normcore_M.webp,2.0,False
66742,T_00594_19_normcore_M.webp,3.0,False
44635,T_00596_19_normcore_M.webp,2.0,False
68969,T_00596_19_normcore_M.webp,4.0,True
66239,T_00598_19_normcore_M.webp,4.0,True
66963,T_00601_19_normcore_M.webp,3.0,True
64449,T_00736_19_normcore_M.webp,3.0,True
66563,T_01047_19_normcore_M.webp,4.0,True
66801,T_01090_19_normcore_M.webp,2.0,False
59974,T_01091_19_normcore_M.webp,3.0,True
66984,T_01103_19_normcore_M.webp,3.0,True
62775,T_01106_19_normcore_M.webp,4.0,True
66554,T_01108_19_normcore_M.webp,2.0,False
30726,T_01112_19_normcore_M.webp,4.0,True
64427,T_01118_19_normcore_M.webp,3.0,True
67293,T_01159_19_normcore_M.webp,1.0,False
66440,T_01162_19_normcore_M.webp,3.0,True
66065,T_01163_19_normcore_M.webp,2.0,False
66271,T_01191_19_normcore_M.webp,3.0,True
63366,T_01192_19_normcore_M.webp,3.0,False
66636,T_01193_19_normcore_M.webp,1.0,False
35656,T_01194_19_normcore_M.webp,1.0,False
31880,T_01200_19_normcore_M.webp,3.0,True
25182,T_01203_19_normcore_M.webp,1.0,False
65712,T_01207_19_normcore_M.webp,2.0,False
66710,T_01209_19_normcore_M.webp,1.0,False
66419,T_01211_19_normcore_M.webp,2.0,False
67011,T_01212_19_normcore_M.webp,3.0,True
62800,T_01213_19_normcore_M.webp,3.0,True
67117,T_01214_19_normcore_M.webp,3.0,True
66838,T_01217_19_normcore_M.webp,3.0,True
66510,T_01220_19_normcore_M.webp,3.0,True
52635,T_01223_19_normcore_M.webp,2.0,False
38419,T_01224_19_normcore_M.webp,2.0,False
66723,T_01227_19_normcore_M.webp,2.0,False
67321,T_01232_19_normcore_M.webp,3.0,True
24150,T_01237_19_normcore_M.webp,3.0,True
66239,T_01246_19_normcore_M.webp,4.0,True
67114,T_01248_19_normcore_M.webp,3.0,True
66992,T_01250_19_normcore_M.webp,2.0,False
66852,T_01254_19_normcore_M.webp,2.0,False
27144,T_01255_19_normcore_M.webp,4.0,True
66844,T_01256_19_normcore_M.webp,1.0,False
67076,T_01258_19_normcore_M.webp,3.0,True
66742,T_01261_19_normcore_M.webp,4.0,True
10280,T_01263_19_normcore_M.webp,3.0,True
23693,T_01264_19_normcore_M.webp,3.0,True
31880,T_01269_19_normcore_M.webp,3.0,True
66765,T_01272_19_normcore_M.webp,4.0,True
66599,T_01277_19_normcore_M.webp,3.0,True
41443,T_01282_19_normcore_M.webp,4.0,True
67114,T_01287_19_normcore_M.webp,3.0,True
66817,T_01288_19_normcore_M.webp,3.0,True
67060,T_01291_19_normcore_M.webp,2.0,False
66569,T_01292_19_normcore_M.webp,3.0,True
2672,T_01298_19_normcore_M.webp,3.0,True
66442,T_01301_19_normcore_M.webp,3.0,True
28596,T_01306_19_normcore_M.webp,4.0,True
66666,T_01308_19_normcore_M.webp,1.0,False
66455,T_01311_19_normcore_M.webp,3.0,True
66545,T_01312_19_normcore_M.webp,4.0,True
65525,T_01314_19_normcore_M.webp,2.0,False
25546,T_01315_19_normcore_M.webp,3.0,True
66585,T_01317_19_normcore_M.webp,4.0,True
66351,T_01320_19_normcore_M.webp,3.0,True
66469,T_01322_19_normcore_M.webp,3.0,True
66617,T_01323_19_normcore_M.webp,3.0,True
58660,T_01324_19_normcore_M.webp,4.0,True
67502,T_01326_19_normcore_M.webp,2.0,False
66771,T_01329_19_normcore_M.webp,4.0,True
67502,T_01330_19_normcore_M.webp,3.0,True
66398,T_01349_19_normcore_M.webp,3.0,True
64391,T_01350_19_normcore_M.webp,2.0,False
66965,T_01351_19_normcore_M.webp,2.0,True
64249,T_01354_19_normcore_M.webp,3.0,True
66675,T_01456_19_normcore_M.webp,3.0,True
66811,T_01457_19_normcore_M.webp,3.0,True
66990,T_01458_19_normcore_M.webp,3.0,True
66755,T_01459_19_normcore_M.webp,3.0,True
62775,T_01460_19_normcore_M.webp,4.0,True
41353,T_01461_19_normcore_M.webp,3.0,True
58013,T_01463_19_normcore_M.webp,4.0,True
50038,T_01467_19_normcore_M.webp,4.0,True
63547,T_01468_19_normcore_M.webp,3.0,True
66902,T_01472_19_normcore_M.webp,3.0,True
67015,T_01477_19_normcore_M.webp,1.0,False
66774,T_01479_19_normcore_M.webp,3.0,True
66989,T_01481_19_normcore_M.webp,4.0,True
66554,T_01487_19_normcore_M.webp,2.0,False
67025,T_01488_19_normcore_M.webp,4.0,True
66612,T_01493_19_normcore_M.webp,3.0,True
59296,T_01496_19_normcore_M.webp,3.0,True
66713,T_01498_19_normcore_M.webp,4.0,True
65525,T_01499_19_normcore_M.webp,3.0,True
34879,T_01502_19_normcore_M.webp,2.0,False
66539,T_01505_19_normcore_M.webp,3.0,True
3022,T_01513_19_normcore_M.webp,3.0,True
67053,T_01517_19_normcore_M.webp,3.0,True
66884,T_01521_19_normcore_M.webp,3.0,True
66723,T_01523_19_normcore_M.webp,2.0,False
66713,T_01525_19_normcore_M.webp,4.0,True
2228,T_01528_19_normcore_M.webp,2.0,False
33014,T_01531_19_normcore_M.webp,3.0,True
67090,T_01532_19_normcore_M.webp,3.0,True
49761,T_01534_19_normcore_M.webp,3.0,True
65712,T_01542_19_normcore_M.webp,2.0,False
60431,T_01546_19_normcore_M.webp,1.0,False
66239,T_01551_19_normcore_M.webp,3.0,True
66718,T_01553_19_normcore_M.webp,4.0,True
2672,T_01556_19_normcore_M.webp,3.0,True
34879,T_01559_19_normcore_M.webp,3.0,True
66569,T_01562_19_normcore_M.webp,3.0,True
66875,T_01563_19_normcore_M.webp,4.0,True
38419,T_01571_19_normcore_M.webp,3.0,True
23541,T_01574_19_normcore_M.webp,3.0,True
66844,T_01578_19_normcore_M.webp,1.0,True
62775,T_01580_19_normcore_M.webp,2.0,False
67026,T_01585_19_normcore_M.webp,3.0,True
66599,T_01588_19_normcore_M.webp,4.0,True
33014,T_01589_19_normcore_M.webp,3.0,True
66965,T_01594_19_normcore_M.webp,3.0,True
27062,T_01597_19_normcore_M.webp,3.0,True
66654,T_01598_19_normcore_M.webp,3.0,True
25546,T_01601_19_normcore_M.webp,3.0,True
66842,T_01604_19_normcore_M.webp,3.0,True
67176,T_01607_19_normcore_M.webp,1.0,False
66884,T_01609_19_normcore_M.webp,3.0,True
66856,T_01612_19_normcore_M.webp,4.0,True
67059,T_01613_19_normcore_M.webp,3.0,True
67053,T_01614_19_normcore_M.webp,3.0,True
66992,T_01615_19_normcore_M.webp,3.0,True
66313,T_01616_19_normcore_M.webp,4.0,False
67293,T_01621_19_normcore_M.webp,1.0,False
66872,T_01622_19_normcore_M.webp,3.0,True
66835,T_01623_19_normcore_M.webp,3.0,True
66452,T_01626_19_normcore_M.webp,3.0,True
38363,T_01627_19_normcore_M.webp,1.0,False
62802,T_01629_19_normcore_M.webp,1.0,False
62654,T_01630_19_normcore_M.webp,2.0,False
2672,T_01631_19_normcore_M.webp,1.0,False
66417,T_01634_19_normcore_M.webp,2.0,False
67293,T_01635_19_normcore_M.webp,2.0,False
66875,T_01643_19_normcore_M.webp,4.0,True
66598,T_01644_19_normcore_M.webp,3.0,True
66632,T_01833_19_normcore_M.webp,2.0,False
2672,T_01834_19_normcore_M.webp,2.0,False
66471,T_01835_19_normcore_M.webp,3.0,True
66166,T_01836_19_normcore_M.webp,3.0,True
66656,T_01837_19_normcore_M.webp,4.0,True
66886,T_01840_19_normcore_M.webp,4.0,True
66653,T_01841_19_normcore_M.webp,1.0,False
66838,T_01842_19_normcore_M.webp,3.0,True
34879,T_01843_19_normcore_M.webp,3.0,True
67155,T_01845_19_normcore_M.webp,3.0,True
66710,T_01846_19_normcore_M.webp,1.0,False
66886,T_01849_19_normcore_M.webp,4.0,True
66351,T_01850_19_normcore_M.webp,4.0,True
20346,T_01855_19_normcore_M.webp,3.0,True
66452,T_01861_19_normcore_M.webp,2.0,False
66437,T_01865_19_normcore_M.webp,4.0,True
67043,T_01867_19_normcore_M.webp,4.0,True
66949,T_01870_19_normcore_M.webp,1.0,False
66801,T_01877_19_normcore_M.webp,3.0,True
58278,T_01878_19_normcore_M.webp,3.0,True
880,T_01881_19_normcore_M.webp,3.0,True
66949,T_01884_19_normcore_M.webp,1.0,False
67101,T_01886_19_normcore_M.webp,2.0,False
66856,T_01889_19_normcore_M.webp,3.0,True
66941,T_01892_19_normcore_M.webp,2.0,False
39559,T_01894_19_normcore_M.webp,3.0,True
66640,T_01898_19_normcore_M.webp,2.0,False
24886,T_01902_19_normcore_M.webp,3.0,True
66723,T_01908_19_normcore_M.webp,2.0,False
66443,T_01934_19_normcore_M.webp,3.0,True
67502,T_02070_19_normcore_M.webp,2.0,False
66783,T_02073_19_normcore_M.webp,1.0,False
67061,T_02085_19_normcore_M.webp,1.0,False
66688,T_02090_19_normcore_M.webp,1.0,False
66980,T_02091_19_normcore_M.webp,3.0,True
44320,T_02097_19_normcore_M.webp,2.0,False
62779,T_02098_19_normcore_M.webp,3.0,True
66510,T_02099_19_normcore_M.webp,3.0,True
66755,T_02100_19_normcore_M.webp,3.0,True
66690,T_02107_19_normcore_M.webp,3.0,True
880,T_02111_19_normcore_M.webp,3.0,True
66886,T_02119_19_normcore_M.webp,4.0,True
67015,T_02120_19_normcore_M.webp,3.0,True
66530,T_02122_19_normcore_M.webp,3.0,True
51186,T_02125_19_normcore_M.webp,3.0,True
66712,T_02127_19_normcore_M.webp,1.0,False
66441,T_02128_19_normcore_M.webp,2.0,False
52702,T_02129_19_normcore_M.webp,3.0,True
66450,T_02130_19_normcore_M.webp,4.0,True
65234,T_02134_19_normcore_M.webp,3.0,True
56852,T_02135_19_normcore_M.webp,3.0,True
66419,T_02140_19_normcore_M.webp,3.0,True
66366,T_02147_19_normcore_M.webp,3.0,True
66879,T_02152_19_normcore_M.webp,2.0,False
67482,T_02160_19_normcore_M.webp,4.0,True
66963,T_02162_19_normcore_M.webp,2.0,False
65525,T_02163_19_normcore_M.webp,2.0,False
66688,T_02164_19_normcore_M.webp,4.0,True
62779,T_02169_19_normcore_M.webp,4.0,True
66688,T_02171_19_normcore_M.webp,2.0,False
66351,T_02172_19_normcore_M.webp,3.0,True
66487,T_02173_19_normcore_M.webp,4.0,True
64427,T_02176_19_normcore_M.webp,3.0,True
67030,T_02177_19_normcore_M.webp,4.0,True
67109,T_02178_19_normcore_M.webp,2.0,False
35543,T_02179_19_normcore_M.webp,3.0,True
30882,T_02184_19_normcore_M.webp,1.0,False
67005,T_02186_19_normcore_M.webp,3.0,True
67081,T_02187_19_normcore_M.webp,3.0,True
66879,T_02188_19_normcore_M.webp,3.0,True
66450,T_02192_19_normcore_M.webp,3.0,True
66419,T_02193_19_normcore_M.webp,3.0,True
66313,T_02194_19_normcore_M.webp,2.0,False
66686,T_02196_19_normcore_M.webp,1.0,False
67321,T_02202_19_normcore_M.webp,3.0,True
67482,T_02203_19_normcore_M.webp,4.0,True
63366,T_02208_19_normcore_M.webp,3.0,True
62800,T_02394_19_normcore_M.webp,3.0,True
66065,T_02396_19_normcore_M.webp,3.0,True
66872,T_02399_19_normcore_M.webp,3.0,True
66939,T_02405_19_normcore_M.webp,1.0,False
66874,T_02409_19_normcore_M.webp,4.0,False
66271,T_02410_19_normcore_M.webp,2.0,False
50099,T_02414_19_normcore_M.webp,3.0,False
60431,T_02418_19_normcore_M.webp,3.0,True
18315,T_02419_19_normcore_M.webp,3.0,True
66434,T_02422_19_normcore_M.webp,3.0,True
67173,T_02423_19_normcore_M.webp,3.0,True
67006,T_02427_19_normcore_M.webp,3.0,True
66884,T_02429_19_normcore_M.webp,1.0,False
66837,T_02432_19_normcore_M.webp,3.0,True
66797,T_02433_19_normcore_M.webp,3.0,True
60882,T_02435_19_normcore_M.webp,4.0,True
66632,T_02443_19_normcore_M.webp,3.0,True
62433,T_02444_19_normcore_M.webp,1.0,False
9957,T_02446_19_normcore_M.webp,3.0,True
66543,T_02451_19_normcore_M.webp,2.0,False
53062,T_02454_19_normcore_M.webp,1.0,False
66747,T_02456_19_normcore_M.webp,3.0,True
66413,T_02457_19_normcore_M.webp,4.0,True
67307,T_02458_19_normcore_M.webp,1.0,False
67009,T_02459_19_normcore_M.webp,1.0,False
6339,T_02461_19_normcore_M.webp,3.0,True
67062,T_02462_19_normcore_M.webp,3.0,True
66872,T_02467_19_normcore_M.webp,2.0,False
52002,T_02468_19_normcore_M.webp,2.0,False
66471,T_02470_19_normcore_M.webp,1.0,False
67074,T_02471_19_normcore_M.webp,2.0,False
66774,T_02472_19_normcore_M.webp,3.0,True
67490,T_02475_19_normcore_M.webp,3.0,True
60139,T_02476_19_normcore_M.webp,4.0,True
67035,T_02477_19_normcore_M.webp,3.0,True
67024,T_02478_19_normcore_M.webp,3.0,True
67302,T_02481_19_normcore_M.webp,4.0,True
67120,T_02482_19_normcore_M.webp,2.0,True
66838,T_02483_19_normcore_M.webp,4.0,True
67074,T_02484_19_normcore_M.webp,3.0,True
17880,T_02488_19_normcore_M.webp,2.0,False
17880,T_02490_19_normcore_M.webp,3.0,True
66898,T_02493_19_normcore_M.webp,4.0,True
66452,T_02496_19_normcore_M.webp,2.0,False
64249,T_02498_19_normcore_M.webp,3.0,True
25182,T_02499_19_normcore_M.webp,3.0,True
8709,T_02500_19_normcore_M.webp,4.0,True
66872,T_02501_19_normcore_M.webp,2.0,False
66685,T_02502_19_normcore_M.webp,3.0,True
66710,T_02505_19_normcore_M.webp,3.0,True
66713,T_02506_19_normcore_M.webp,3.0,True
67120,T_02507_19_normcore_M.webp,2.0,False
52702,T_02508_19_normcore_M.webp,3.0,True
66935,T_02510_19_normcore_M.webp,3.0,True
67074,T_02511_19_normcore_M.webp,3.0,True
65818,T_02515_19_normcore_M.webp,3.0,True
66843,T_02517_19_normcore_M.webp,3.0,True
25042,T_02519_19_normcore_M.webp,1.0,False
66419,T_02521_19_normcore_M.webp,2.0,False
66684,T_02522_19_normcore_M.webp,3.0,True
66419,T_02524_19_normcore_M.webp,3.0,True
66797,T_02528_19_normcore_M.webp,2.0,False
66139,T_02530_19_normcore_M.webp,3.0,True
66771,T_02533_19_normcore_M.webp,1.0,False
67024,T_02534_19_normcore_M.webp,1.0,False
66591,T_02536_19_normcore_M.webp,3.0,True
54207,T_02537_19_normcore_M.webp,1.0,False
66313,T_02539_19_normcore_M.webp,3.0,True
17178,T_02540_19_normcore_M.webp,2.0,False
66705,T_02543_19_normcore_M.webp,3.0,True
67076,T_02544_19_normcore_M.webp,2.0,False
62654,T_02545_19_normcore_M.webp,1.0,False
62779,T_02547_19_normcore_M.webp,3.0,True
31268,T_02549_19_normcore_M.webp,3.0,True
67030,T_02550_19_normcore_M.webp,3.0,True
66653,T_02552_19_normcore_M.webp,1.0,False
67299,T_02554_19_normcore_M.webp,4.0,True
64391,T_02555_19_normcore_M.webp,3.0,True
66858,T_02556_19_normcore_M.webp,3.0,True
45614,T_02557_19_normcore_M.webp,2.0,False
66469,T_02558_19_normcore_M.webp,3.0,True
67136,T_02560_19_normcore_M.webp,2.0,False
67490,T_02563_19_normcore_M.webp,2.0,False
27144,T_02567_19_normcore_M.webp,2.0,False
67125,T_02569_19_normcore_M.webp,1.0,False
25546,T_02570_19_normcore_M.webp,2.0,False
66545,T_02571_19_normcore_M.webp,1.0,False
66503,T_02574_19_normcore_M.webp,1.0,False
28596,T_02575_19_normcore_M.webp,2.0,False
67101,T_02577_19_normcore_M.webp,3.0,True
30544,T_02578_19_normcore_M.webp,4.0,True
67026,T_02580_19_normcore_M.webp,3.0,True
66313,T_02581_19_normcore_M.webp,2.0,False
64621,T_02582_19_normcore_M.webp,2.0,False
67109,T_02583_19_normcore_M.webp,3.0,True
66632,T_02585_19_normcore_M.webp,4.0,True
66874,T_02586_19_normcore_M.webp,4.0,True
66609,T_02588_19_normcore_M.webp,3.0,True
66563,T_02589_19_normcore_M.webp,4.0,True
49794,T_02590_19_normcore_M.webp,4.0,True
66872,T_02591_19_normcore_M.webp,2.0,False
66139,T_02596_19_normcore_M.webp,3.0,True
30561,T_02599_19_normcore_M.webp,1.0,False
67300,T_02602_19_normcore_M.webp,2.0,False
57377,T_02606_19_normcore_M.webp,1.0,False
67024,T_02607_19_normcore_M.webp,2.0,False
66530,T_02611_19_normcore_M.webp,1.0,False
66691,T_02612_19_normcore_M.webp,2.0,False
50099,T_02614_19_normcore_M.webp,2.0,False
67046,T_02616_19_normcore_M.webp,3.0,True
52002,T_02617_19_normcore_M.webp,3.0,True
21241,T_02621_19_normcore_M.webp,3.0,True
66872,T_02624_19_normcore_M.webp,2.0,False
67176,T_02625_19_normcore_M.webp,2.0,False
67173,T_02628_19_normcore_M.webp,2.0,True
23541,T_02629_19_normcore_M.webp,3.0,True
66470,T_02632_19_normcore_M.webp,4.0,True
21241,T_02633_19_normcore_M.webp,3.0,True
67490,T_02635_19_normcore_M.webp,2.0,False
66313,T_02636_19_normcore_M.webp,3.0,True
67011,T_02637_19_normcore_M.webp,4.0,True
66993,T_02638_19_normcore_M.webp,1.0,False
6339,T_02639_19_normcore_M.webp,3.0,True
68966,T_02641_19_normcore_M.webp,2.0,False
68976,T_02641_19_normcore_M.webp,1.0,False
19773,T_02643_19_normcore_M.webp,2.0,False
2065,T_02645_19_normcore_M.webp,2.0,False
66435,T_02647_19_normcore_M.webp,2.0,False
67137,T_02648_19_normcore_M.webp,3.0,True
67080,T_02649_19_normcore_M.webp,3.0,True
67326,T_02650_19_normcore_M.webp,3.0,True
66896,T_02651_19_normcore_M.webp,3.0,True
3022,T_02652_19_normcore_M.webp,1.0,False
44117,T_02653_19_normcore_M.webp,1.0,False
19773,T_02657_19_normcore_M.webp,2.0,True
66759,T_02660_19_normcore_M.webp,3.0,True
66553,T_02662_19_normcore_M.webp,4.0,True
66998,T_02663_19_normcore_M.webp,2.0,False
67203,T_02664_19_normcore_M.webp,2.0,False
66072,T_02665_19_normcore_M.webp,3.0,True
66852,T_02666_19_normcore_M.webp,3.0,True
66878,T_02667_19_normcore_M.webp,4.0,True
26058,T_02669_19_normcore_M.webp,3.0,True
66749,T_02671_19_normcore_M.webp,1.0,False
66388,T_02674_19_normcore_M.webp,3.0,True
59449,T_02675_19_normcore_M.webp,2.0,False
66554,T_02676_19_normcore_M.webp,2.0,False
16353,T_02678_19_normcore_M.webp,3.0,True
67218,T_02681_19_normcore_M.webp,3.0,True
17880,T_02684_19_normcore_M.webp,2.0,False
67076,T_02686_19_normcore_M.webp,2.0,False
16353,T_02687_19_normcore_M.webp,3.0,True
52635,T_02688_19_normcore_M.webp,2.0,True
28682,T_02689_19_normcore_M.webp,3.0,True
46264,T_02693_19_normcore_M.webp,2.0,False
67078,T_02695_19_normcore_M.webp,3.0,True
67506,T_02697_19_normcore_M.webp,3.0,True
60139,T_02698_19_normcore_M.webp,2.0,False
27062,T_02702_19_normcore_M.webp,3.0,True
24150,T_02705_19_normcore_M.webp,2.0,False
65890,T_02706_19_normcore_M.webp,3.0,True
67506,T_02708_19_normcore_M.webp,3.0,True
66530,T_02710_19_normcore_M.webp,3.0,True
59673,T_02711_19_normcore_M.webp,4.0,True
66434,T_02714_19_normcore_M.webp,1.0,False
31323,T_02715_19_normcore_M.webp,3.0,True
