image,style,item_gender,어울리는계절,적합한착용상황,핏평가,색깔,색감,분위기,멋있다,도시적이다,트렌디하다,세련되다,깔끔하다,화려하다,독특하다,무난하다,개방적이다,실용적이다,활동적이다,편안하다,발랄하다,여성적이다,남성적이다,부드럽다
T_00309_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_00311_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
T_00313_19_normcore_W.webp,normcore,여성,여름,출근,적당함,밝음,따듯함,무거움,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
T_00316_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,밝음,차가움,가벼움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_00319_19_normcore_W.webp,normcore,여성,여름,일상생활,헐렁함,어두움,차가움,무거움,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False
T_00320_19_normcore_W.webp,normcore,여성,여름,일상생활,적당함,밝음,차가움,가벼움,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False
T_00322_19_normcore_W.webp,normcore,여성,여름,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False
T_00326_19_normcore_W.webp,normcore,여성,여름,레저스포츠,헐렁함,밝음,차가움,가벼움,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
T_00327_19_normcore_W.webp,normcore,여성,여름,여행/휴가,헐렁함,어두움,차가움,무거움,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False
T_00329_19_normcore_W.webp,normcore,여성,여름,일상생활,헐렁함,어두움,차가움,무거움,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
T_00330_19_normcore_W.webp,normcore,여성,여름,여행/휴가,적당함,어두움,차가움,무거움,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False
T_00332_19_normcore_W.webp,normcore,여성,여름,여행/휴가,적당함,밝음,차가움,가벼움,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False
T_00336_19_normcore_W.webp,normcore,여성,여름,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False
T_00337_19_normcore_W.webp,normcore,여성,여름,일상생활,헐렁함,밝음,따듯함,무거움,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False
T_00339_19_normcore_W.webp,normcore,여성,여름,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False
T_00344_19_lounge_W.webp,lounge,여성,봄/가을,일상생활,적당함,어두움,따듯함,가벼움,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
T_00353_19_normcore_W.webp,normcore,여성,여름,일상생활,타이트함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False
T_00354_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False
T_00355_19_normcore_W.webp,normcore,여성,여름,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False
T_00356_19_normcore_W.webp,normcore,여성,봄/가을,출근,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_00357_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False
T_00358_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,밝음,차가움,가벼움,False,True,False,False,True,False,False,False,False,True,True,True,False,True,False,False
T_00359_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,헐렁함,밝음,차가움,가벼움,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False
T_00360_19_normcore_W.webp,normcore,여성,여름,데이트,타이트함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
T_00361_19_genderless_W.webp,genderless,여성,여름,일상생활,적당함,밝음,차가움,가벼움,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
T_00362_19_lounge_W.webp,lounge,여성,여름,일상생활,타이트함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_00364_19_lounge_W.webp,lounge,여성,여름,레저스포츠,적당함,어두움,차가움,가벼움,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False
T_00365_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False
T_00367_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,헐렁함,어두움,차가움,무거움,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
T_00369_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,True,False,True,False,False,True,False,True,True,True,False,True,False,True
T_00376_19_normcore_W.webp,normcore,여성,여름,일상생활,적당함,어두움,차가움,무거움,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False
T_00378_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,헐렁함,어두움,따듯함,가벼움,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
T_00383_19_normcore_W.webp,normcore,여성,여름,일상생활,적당함,어두움,차가움,가벼움,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
T_00388_19_normcore_W.webp,normcore,여성,여름,일상생활,적당함,어두움,따듯함,무거움,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
T_00606_19_genderless_W.webp,genderless,여성,여름,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
T_00609_19_lounge_W.webp,lounge,여성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
T_00613_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,헐렁함,어두움,차가움,가벼움,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False
T_00617_19_genderless_W.webp,genderless,여성,여름,출근,헐렁함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True
T_00619_19_genderless_W.webp,genderless,여성,여름,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False
T_00623_19_genderless_W.webp,genderless,여성,여름,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False
T_00649_19_lounge_W.webp,lounge,여성,여름,데이트,헐렁함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,False,True,True,True,True,False,False
T_00651_19_lounge_W.webp,lounge,여성,여름,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False
T_00659_19_lounge_W.webp,lounge,여성,여름,여행/휴가,적당함,밝음,따듯함,가벼움,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
T_00685_19_normcore_W.webp,normcore,여성,여름,출근,적당함,어두움,차가움,가벼움,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
T_00689_19_lounge_W.webp,lounge,여성,여름,일상생활,헐렁함,어두움,차가움,가벼움,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
T_00692_19_genderless_W.webp,genderless,여성,봄/가을,일상생활,헐렁함,어두움,따듯함,무거움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_00703_19_genderless_W.webp,genderless,여성,여름,일상생활,헐렁함,어두움,차가움,가벼움,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False
T_00709_19_normcore_W.webp,normcore,여성,여름,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,True,True,True,True,False,True,False,False
T_00719_19_normcore_W.webp,normcore,여성,겨울,일상생활,적당함,어두움,따듯함,가벼움,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False
T_00744_19_normcore_W.webp,normcore,여성,여름,데이트,적당함,밝음,따듯함,가벼움,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
T_00746_19_lounge_W.webp,lounge,여성,여름,여행/휴가,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True
T_00752_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,어두움,차가움,가벼움,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
T_00761_19_normcore_W.webp,normcore,여성,봄/가을,출근,타이트함,어두움,차가움,무거움,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False
T_00763_19_normcore_W.webp,normcore,여성,겨울,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,True,True,True,False,True,False,False
T_00764_19_normcore_W.webp,normcore,여성,봄/가을,데이트,타이트함,어두움,따듯함,가벼움,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
T_00767_19_lounge_W.webp,lounge,여성,봄/가을,출근,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True
T_00807_19_normcore_W.webp,normcore,여성,여름,여행/휴가,헐렁함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True
T_00808_19_lounge_W.webp,lounge,여성,여름,데이트,적당함,밝음,따듯함,가벼움,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
T_00810_19_normcore_W.webp,normcore,여성,여름,일상생활,헐렁함,어두움,차가움,무거움,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
T_00812_19_normcore_W.webp,normcore,여성,여름,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
T_00813_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,False
T_00814_19_normcore_W.webp,normcore,여성,여름,일상생활,적당함,밝음,차가움,가벼움,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False
T_00816_19_normcore_W.webp,normcore,여성,여름,일상생활,적당함,밝음,차가움,가벼움,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False
T_00818_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
T_00819_19_genderless_W.webp,genderless,여성,봄/가을,출근,적당함,밝음,따듯함,무거움,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True
T_00820_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
T_00821_19_normcore_W.webp,normcore,여성,겨울,레저스포츠,타이트함,어두움,차가움,가벼움,False,False,False,False,True,False,False,True,False,True,True,True,False,True,False,False
T_00831_19_genderless_W.webp,genderless,여성,겨울,일상생활,적당함,어두움,차가움,가벼움,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
T_00832_19_normcore_W.webp,normcore,여성,겨울,일상생활,헐렁함,어두움,따듯함,가벼움,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
T_00833_19_normcore_W.webp,normcore,여성,겨울,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
T_00835_19_normcore_W.webp,normcore,여성,겨울,출근,헐렁함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
T_00836_19_normcore_W.webp,normcore,여성,여름,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False
T_00842_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,True,False,False,False,False,True,False,True,True,True,True,True,False,False
T_00847_19_normcore_W.webp,normcore,여성,여름,여행/휴가,적당함,어두움,차가움,가벼움,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False
T_00860_19_lounge_W.webp,lounge,여성,봄/가을,레저스포츠,적당함,어두움,따듯함,무거움,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False
T_00862_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False
T_00863_19_lounge_W.webp,lounge,여성,여름,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
T_00864_19_normcore_W.webp,normcore,여성,여름,일상생활,헐렁함,어두움,차가움,가벼움,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False
T_00865_19_lounge_W.webp,lounge,여성,봄/가을,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False
T_00867_19_lounge_W.webp,lounge,여성,여름,일상생활,적당함,밝음,차가움,가벼움,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,True
T_00869_19_normcore_W.webp,normcore,여성,봄/가을,레저스포츠,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
T_00870_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
T_00873_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
T_00874_19_normcore_W.webp,normcore,여성,여름,일상생활,헐렁함,밝음,차가움,가벼움,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False
T_00877_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,True
T_00884_19_normcore_W.webp,normcore,여성,봄/가을,출근,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False
T_00888_19_normcore_W.webp,normcore,여성,여름,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False
T_00891_19_normcore_W.webp,normcore,여성,봄/가을,데이트,적당함,밝음,따듯함,가벼움,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
T_00892_19_normcore_W.webp,normcore,여성,봄/가을,여행/휴가,헐렁함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
T_00894_19_normcore_W.webp,normcore,여성,겨울,일상생활,헐렁함,어두움,따듯함,무거움,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False
T_00895_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,어두움,따듯함,가벼움,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
T_00897_19_normcore_W.webp,normcore,여성,겨울,일상생활,헐렁함,밝음,따듯함,가벼움,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False
T_00900_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False
T_00901_19_normcore_W.webp,normcore,여성,봄/가을,데이트,헐렁함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False
T_00904_19_normcore_W.webp,normcore,여성,겨울,데이트,헐렁함,어두움,따듯함,무거움,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
T_00906_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
T_00911_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,헐렁함,밝음,따듯함,무거움,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False
T_00912_19_normcore_W.webp,normcore,여성,여름,데이트,타이트함,밝음,차가움,가벼움,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False
T_00913_19_normcore_W.webp,normcore,여성,여름,일상생활,헐렁함,밝음,차가움,가벼움,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False
T_00914_19_normcore_W.webp,normcore,여성,여름,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
T_00915_19_normcore_W.webp,normcore,여성,여름,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True
T_00917_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False
T_00918_19_normcore_W.webp,normcore,여성,여름,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False
T_00919_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,밝음,차가움,무거움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_00921_19_normcore_W.webp,normcore,여성,봄/가을,데이트,적당함,밝음,따듯함,가벼움,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False
T_00923_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,True,True,True,False,False,True,False,True,True,True,True,True,False,True
T_00927_19_lounge_W.webp,lounge,여성,여름,여행/휴가,헐렁함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
T_00929_19_normcore_W.webp,normcore,여성,봄/가을,데이트,헐렁함,어두움,따듯함,무거움,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False
T_00935_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,어두움,따듯함,가벼움,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,True
T_00944_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,타이트함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False
T_00945_19_lounge_W.webp,lounge,여성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
T_00949_19_normcore_W.webp,normcore,여성,여름,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
T_00950_19_normcore_W.webp,normcore,여성,봄/가을,출근,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False
T_00951_19_normcore_W.webp,normcore,여성,여름,데이트,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False
T_00953_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
T_00955_19_lounge_W.webp,lounge,여성,봄/가을,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
T_00956_19_lounge_W.webp,lounge,여성,봄/가을,기타,헐렁함,어두움,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
T_00962_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,어두움,차가움,가벼움,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
T_00964_19_lounge_W.webp,lounge,여성,여름,데이트,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True
T_00967_19_lounge_W.webp,lounge,여성,봄/가을,출근,적당함,어두움,차가움,무거움,False,False,False,True,True,True,False,True,False,False,True,False,True,True,False,False
T_00971_19_lounge_W.webp,lounge,여성,여름,데이트,적당함,밝음,차가움,가벼움,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False
T_00974_19_normcore_W.webp,normcore,여성,여름,레저스포츠,타이트함,어두움,차가움,무거움,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False
T_00977_19_normcore_W.webp,normcore,여성,여름,여행/휴가,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
T_00979_19_normcore_W.webp,normcore,여성,봄/가을,출근,적당함,밝음,차가움,가벼움,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
T_00980_19_normcore_W.webp,normcore,여성,여름,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False
T_00981_19_normcore_W.webp,normcore,여성,봄/가을,데이트,적당함,밝음,차가움,가벼움,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
T_00985_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,밝음,따듯함,무거움,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
T_00987_19_normcore_W.webp,normcore,여성,여름,출근,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False
T_00988_19_normcore_W.webp,normcore,여성,여름,데이트,타이트함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
T_00989_19_normcore_W.webp,normcore,여성,여름,데이트,적당함,밝음,차가움,가벼움,False,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True
T_01043_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,헐렁함,어두움,차가움,가벼움,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
T_01063_19_lounge_W.webp,lounge,여성,여름,일상생활,헐렁함,어두움,따듯함,가벼움,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
T_01071_19_genderless_W.webp,genderless,여성,봄/가을,일상생활,적당함,밝음,따듯함,무거움,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False
T_01072_19_lounge_W.webp,lounge,여성,여름,일상생활,헐렁함,밝음,따듯함,무거움,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
T_01073_19_lounge_W.webp,lounge,여성,봄/가을,일상생활,적당함,어두움,차가움,가벼움,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False
T_01089_19_genderless_W.webp,genderless,여성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
T_01154_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False
T_01156_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,헐렁함,어두움,차가움,가벼움,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
T_01168_19_normcore_W.webp,normcore,여성,봄/가을,데이트,적당함,밝음,따듯함,무거움,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
T_01171_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,헐렁함,어두움,따듯함,가벼움,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,True
T_01172_19_normcore_W.webp,normcore,여성,여름,데이트,적당함,어두움,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
T_01176_19_normcore_W.webp,normcore,여성,여름,데이트,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False
T_01179_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,True
T_01333_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,헐렁함,어두움,차가움,가벼움,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False
T_01336_19_lounge_W.webp,lounge,여성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True
T_01339_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
T_01341_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,어두움,차가움,가벼움,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
T_01342_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
T_01375_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,어두움,차가움,가벼움,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
T_01405_19_normcore_W.webp,normcore,여성,겨울,출근,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
T_01408_19_normcore_W.webp,normcore,여성,봄/가을,일상생활,적당함,어두움,따듯함,무거움,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False
